Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km169.5_Group,km169.5_Position,km169.5_Elapsed_time,km169.5_Gap_to_previous_group,km169.5_Average_speed,km169.5_Current_speed,km169.5_Gradient,km169.5_GC_prov_position,km169.5_GC_prov_delay,km169.5_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
G. MUHLBERGER,115,BOH,no,99,51h 07' 01'',1:42:18,03h 48' 03'',Main group,84,+0'00'',+0'00'',0 km/h,0 km/h,0%,99,1:42:18,51:07:01,Main group,6,+0'58'',+0'25'',48.75 km/h,40.57 km,-5%,97,1:42:18,51:29:56,Main group,42,+1'45'',+0'49'',55.16 km/h,44.46 km,-3%,97,1:42:18,51:43:47,Main group,38,+3'20'',+3'20'',49.29 km/h,51.88 km,-1%,98,1:42:18,51:57:02,Main group,98,+2'14'',+2'14'',52.15 km/h,86.04 km,-6%,97,1:42:18,52:09:32,Main group,30,+1'42'',+1'42'',41.22 km/h,46.51 km,-,97,1:42:18,52:21:50,Main group,24,+1'34'',+1'34'',41.05 km/h,40.75 km,-1%,97,1:42:18,52:34:07,Main group,149,+2'00'',+2'00'',33.18 km/h,45.50 km,-2%,97,1:42:18,52:46:59,Main group,106,+2'10'',+2'10'',44.30 km/h,35.64 km,-,97,1:42:18,53:00:51,Main group,136,+2'06'',+2'06'',38.62 km/h,35.64 km,3%,97,1:42:18,53:12:21,Main group,131,+1'30'',+1'30'',44.54 km/h,45.79 km,-,97,1:42:18,53:25:00,Main group,67,+1'00'',+1'00'',29.16 km/h,23.04 km,5%,97,1:42:18,53:36:57,Main group,25,+0'51'',+0'51'',40.21 km/h,37.26 km,-2%,97,1:42:18,53:50:12,Main group,23,+0'57'',+0'57'',38.87 km/h,33.70 km,3%,97,1:42:18,54:02:35,Main group,46,+0'35'',+0'35'',41.02 km/h,37.94 km,-,97,1:42:18,54:15:18,Main group,142,+0'47'',+0'47'',38.89 km/h,63.90 km,-3%,97,1:42:18,54:27:50,Main group,139,+0'25'',+0'25'',59.34 km/h,52.67 km,-,97,1:42:18,54:33:19,Main group,131,+0'24'',+0'24'',55.43 km/h,56.27 km,-1%,97,1:42:18,54:40:04,Main group,126,+0'00'',+0'00'',49.68 km/h,53.89 km,-1%,97,1:42:18,54:46:19,Stragglers,115,+2'08'',-,-,-,-,99,1:44:26,54:55:04
D. OSS,116,BOH,no,100,51h 07' 56'',1:43:13,03h 47' 51'',Main group,85,+0'00'',+0'00'',0 km/h,0 km/h,0%,100,1:43:13,51:07:56,Main group,117,+0'58'',+0'25'',49.74 km/h,39.38 km,-4%,98,1:43:13,51:30:51,Main group,71,+1'45'',+0'49'',55.51 km/h,43.81 km,-2%,98,1:43:13,51:44:42,Main group,88,+3'20'',+3'20'',48.85 km/h,49.72 km,-1%,99,1:43:13,51:57:57,Main group,45,+2'14'',+2'14'',50.52 km/h,68.40 km,-5%,99,1:43:13,52:10:27,Main group,24,+1'42'',+1'42'',40.56 km/h,41.00 km,-,99,1:43:13,52:22:45,Main group,23,+1'34'',+1'34'',40.58 km/h,40.25 km,-1%,98,1:43:13,52:35:02,Main group,37,+2'00'',+2'00'',36.84 km/h,44.28 km,-3%,99,1:43:13,52:47:54,Main group,21,+2'10'',+2'10'',44.20 km/h,44.17 km,1%,99,1:43:13,53:01:46,Main group,19,+2'06'',+2'06'',37.32 km/h,38.02 km,3%,99,1:43:13,53:13:16,Main group,20,+1'30'',+1'30'',43.86 km/h,46.55 km,-1%,98,1:43:13,53:25:55,Main group,60,+1'00'',+1'00'',28.39 km/h,23.08 km,5%,98,1:43:13,53:37:52,Main group,26,+0'51'',+0'51'',39.48 km/h,36.76 km,-2%,98,1:43:13,53:51:07,Main group,16,+0'57'',+0'57'',39.27 km/h,35.82 km,3%,98,1:43:13,54:03:30,Main group,33,+0'35'',+0'35'',40.95 km/h,40.10 km,-1%,98,1:43:13,54:16:13,Main group,21,+0'47'',+0'47'',38.91 km/h,64.40 km,-2%,98,1:43:13,54:28:45,Main group,12,+0'25'',+0'25'',59.71 km/h,48.64 km,-,98,1:43:13,54:34:14,Main group,2,+0'24'',+0'24'',55.10 km/h,56.41 km,-1%,98,1:43:13,54:40:59,Main group,46,+0'00'',+0'00'',49.07 km/h,53.86 km,-,98,1:43:13,54:47:14,Stragglers,104,+1'56'',-,-,-,-,100,1:45:09,54:55:47
P. POLJANSKI,117,BOH,no,101,51h 08' 08'',1:43:25,03h 48' 03'',Main group,86,+0'00'',+0'00'',0 km/h,0 km/h,0%,101,1:43:25,51:08:08,Main group,65,+0'58'',+0'25'',49.13 km/h,38.27 km,-4%,99,1:43:25,51:31:03,Main group,109,+1'45'',+0'49'',55.31 km/h,45.68 km,-2%,99,1:43:25,51:44:54,Main group,66,+3'20'',+3'20'',48.53 km/h,51.44 km,-1%,100,1:43:25,51:58:09,Main group,129,+2'14'',+2'14'',51.44 km/h,86.72 km,-7%,100,1:43:25,52:10:39,Main group,67,+1'42'',+1'42'',40.81 km/h,48.82 km,-,100,1:43:25,52:22:57,Main group,83,+1'34'',+1'34'',40.96 km/h,39.20 km,-1%,100,1:43:25,52:35:14,Main group,38,+2'00'',+2'00'',36.75 km/h,42.80 km,-3%,100,1:43:25,52:48:06,Main group,31,+2'10'',+2'10'',44.16 km/h,44.71 km,-,100,1:43:25,53:01:58,Main group,115,+2'06'',+2'06'',37.88 km/h,35.60 km,3%,100,1:43:25,53:13:28,Main group,114,+1'30'',+1'30'',44.42 km/h,43.63 km,-,100,1:43:25,53:26:07,Main group,131,+1'00'',+1'00'',29.44 km/h,21.56 km,5%,99,1:43:25,53:38:04,Main group,23,+0'51'',+0'51'',42.32 km/h,36.72 km,-2%,99,1:43:25,53:51:19,Main group,21,+0'57'',+0'57'',38.67 km/h,31.00 km,3%,99,1:43:25,54:03:42,Main group,42,+0'35'',+0'35'',42.00 km/h,39.49 km,-,99,1:43:25,54:16:25,Main group,115,+0'47'',+0'47'',39.23 km/h,63.40 km,-3%,99,1:43:25,54:28:57,Main group,97,+0'25'',+0'25'',59.36 km/h,52.81 km,-,99,1:43:25,54:34:26,Main group,97,+0'24'',+0'24'',55.04 km/h,56.56 km,-1%,99,1:43:25,54:41:11,Main group,110,+0'00'',+0'00'',49.86 km/h,50.58 km,-1%,99,1:43:25,54:47:26,Stragglers,123,+2'08'',-,-,-,-,101,1:45:33,54:56:11
L. POSTLBERGER,118,BOH,no,125,51h 21' 44'',1:57:01,03h 48' 03'',Main group,87,+0'00'',+0'00'',0 km/h,0 km/h,0%,125,1:57:01,51:21:44,Main group,28,+0'58'',+0'25'',47.72 km/h,41.15 km,-5%,123,1:57:01,51:44:39,Main group,46,+1'45'',+0'49'',55.44 km/h,45.07 km,-3%,123,1:57:01,51:58:30,Main group,28,+3'20'',+3'20'',48.67 km/h,51.08 km,-1%,124,1:57:01,52:11:45,Main group,6,+2'14'',+2'14'',51.62 km/h,83.23 km,-3%,123,1:57:01,52:24:15,Main group,8,+1'42'',+1'42'',40.19 km/h,47.56 km,-,123,1:57:01,52:36:33,Main group,9,+1'34'',+1'34'',40.83 km/h,38.16 km,-1%,123,1:57:01,52:48:50,Main group,145,+2'00'',+2'00'',35.73 km/h,43.85 km,-2%,123,1:57:01,53:01:42,Main group,5,+2'10'',+2'10'',44.30 km/h,44.89 km,1%,123,1:57:01,53:15:34,Main group,9,+2'06'',+2'06'',36.97 km/h,38.70 km,2%,123,1:57:01,53:27:04,Main group,9,+1'30'',+1'30'',45.85 km/h,48.13 km,-1%,123,1:57:01,53:39:43,Main group,6,+1'00'',+1'00'',28.87 km/h,20.92 km,5%,123,1:57:01,53:51:40,Main group,7,+0'51'',+0'51'',39.40 km/h,39.20 km,-2%,123,1:57:01,54:04:55,Main group,7,+0'57'',+0'57'',38.85 km/h,32.69 km,3%,122,1:57:01,54:17:18,Main group,7,+0'35'',+0'35'',40.84 km/h,45.54 km,-,123,1:57:01,54:30:01,Main group,148,+0'47'',+0'47'',37.69 km/h,60.23 km,-3%,123,1:57:01,54:42:33,Main group,19,+0'25'',+0'25'',61.18 km/h,50.69 km,-,123,1:57:01,54:48:02,Main group,57,+0'24'',+0'24'',55.27 km/h,55.98 km,-1%,123,1:57:01,54:54:47,Main group,127,+0'00'',+0'00'',48.73 km/h,50.90 km,-1%,123,1:57:01,55:01:02,Stragglers,114,+2'08'',-,-,-,-,126,1:59:09,55:09:47
J. FUGLSANG,121,AST,no,11,49h 30' 28'',0:05:45,03h 45' 55'',Main group,88,+0'00'',+0'00'',0 km/h,0 km/h,0%,11,0:05:45,49:30:28,Main group,143,+0'58'',+0'25'',49.42 km/h,35.42 km,-4%,10,0:05:45,49:53:23,Main group,138,+1'45'',+0'49'',56.14 km/h,44.53 km,-2%,10,0:05:45,50:07:14,Main group,130,+3'20'',+3'20'',48.54 km/h,52.16 km,-1%,10,0:05:45,50:20:29,Main group,128,+2'14'',+2'14'',51.44 km/h,88.06 km,-7%,10,0:05:45,50:32:59,Main group,117,+1'42'',+1'42'',40.89 km/h,49.64 km,-,10,0:05:45,50:45:17,Main group,118,+1'34'',+1'34'',44.06 km/h,40.82 km,-1%,10,0:05:45,50:57:34,Main group,105,+2'00'',+2'00'',36.60 km/h,44.96 km,-2%,10,0:05:45,51:10:26,Main group,125,+2'10'',+2'10'',44.51 km/h,40.86 km,-,10,0:05:45,51:24:18,Main group,48,+2'06'',+2'06'',38.55 km/h,37.04 km,3%,10,0:05:45,51:35:48,Main group,61,+1'30'',+1'30'',45.83 km/h,51.98 km,-,10,0:05:45,51:48:27,Main group,123,+1'00'',+1'00'',29.48 km/h,24.23 km,5%,10,0:05:45,52:00:24,Main group,86,+0'51'',+0'51'',41.13 km/h,35.28 km,-2%,10,0:05:45,52:13:39,Main group,33,+0'57'',+0'57'',39.29 km/h,31.46 km,4%,10,0:05:45,52:26:02,Main group,39,+0'35'',+0'35'',41.58 km/h,39.71 km,-,10,0:05:45,52:38:45,Main group,56,+0'47'',+0'47'',39.30 km/h,63.72 km,-2%,10,0:05:45,52:51:17,Main group,45,+0'25'',+0'25'',59.81 km/h,53.21 km,-,10,0:05:45,52:56:46,Main group,77,+0'24'',+0'24'',55.26 km/h,55.15 km,-1%,10,0:05:45,53:03:31,Main group,91,+0'00'',+0'00'',49.89 km/h,51.55 km,-1%,10,0:05:45,53:09:46,Main group,49,+0'00'',-,-,-,-,10,0:05:45,53:16:23
O. FRAILE MATARRANZ,122,AST,no,75,50h 55' 05'',1:30:22,03h 48' 03'',Main group,89,+0'00'',+0'00'',0 km/h,0 km/h,0%,75,1:30:22,50:55:05,Main group,144,+0'58'',+0'25'',50.30 km/h,36.00 km,-4%,74,1:30:22,51:18:00,Main group,145,+1'45'',+0'49'',55.06 km/h,44.93 km,-2%,74,1:30:22,51:31:51,Main group,135,+3'20'',+3'20'',48.64 km/h,50.36 km,-1%,74,1:30:22,51:45:06,Main group,133,+2'14'',+2'14'',50.88 km/h,84.56 km,-7%,74,1:30:22,51:57:36,Main group,133,+1'42'',+1'42'',38.94 km/h,51.77 km,-,74,1:30:22,52:09:54,Main group,129,+1'34'',+1'34'',43.41 km/h,38.99 km,-1%,74,1:30:22,52:22:11,Main group,103,+2'00'',+2'00'',36.52 km/h,43.20 km,-2%,74,1:30:22,52:35:03,Main group,102,+2'10'',+2'10'',44.33 km/h,41.76 km,-,74,1:30:22,52:48:55,Main group,108,+2'06'',+2'06'',39.85 km/h,43.16 km,3%,74,1:30:22,53:00:25,Main group,59,+1'30'',+1'30'',46.11 km/h,48.60 km,-,74,1:30:22,53:13:04,Main group,77,+1'00'',+1'00'',29.59 km/h,21.10 km,5%,74,1:30:22,53:25:01,Main group,100,+0'51'',+0'51'',40.94 km/h,32.83 km,-2%,74,1:30:22,53:38:16,Main group,135,+0'57'',+0'57'',39.10 km/h,30.78 km,4%,74,1:30:22,53:50:39,Main group,29,+0'35'',+0'35'',41.83 km/h,43.38 km,-1%,74,1:30:22,54:03:22,Main group,45,+0'47'',+0'47'',39.44 km/h,62.71 km,-2%,74,1:30:22,54:15:54,Main group,124,+0'25'',+0'25'',59.21 km/h,52.78 km,-,74,1:30:22,54:21:23,Main group,129,+0'24'',+0'24'',55.27 km/h,57.24 km,-1%,74,1:30:22,54:28:08,Main group,117,+0'00'',+0'00'',49.62 km/h,52.56 km,-1%,74,1:30:22,54:34:23,Stragglers,126,+2'08'',-,-,-,-,75,1:32:30,54:43:08
J. HANSEN,124,AST,no,82,50h 59' 28'',1:34:45,03h 47' 02'',Main group,90,+0'00'',+0'00'',0 km/h,0 km/h,0%,82,1:34:45,50:59:28,Main group,151,+0'58'',+0'25'',49.63 km/h,36.14 km,-4%,80,1:34:45,51:22:23,Main group,124,+1'45'',+0'49'',55.75 km/h,45.18 km,-2%,80,1:34:45,51:36:14,Main group,65,+3'20'',+3'20'',49.74 km/h,51.16 km,-1%,80,1:34:45,51:49:29,Main group,142,+2'14'',+2'14'',50.43 km/h,87.88 km,-7%,80,1:34:45,52:01:59,Main group,146,+1'42'',+1'42'',39.98 km/h,49.86 km,-,80,1:34:45,52:14:17,Main group,132,+1'34'',+1'34'',44.49 km/h,40.21 km,-1%,80,1:34:45,52:26:34,Main group,94,+2'00'',+2'00'',36.81 km/h,43.70 km,-2%,80,1:34:45,52:39:26,Main group,117,+2'10'',+2'10'',44.20 km/h,42.34 km,-,80,1:34:45,52:53:18,Main group,123,+2'06'',+2'06'',39.01 km/h,36.83 km,3%,80,1:34:45,53:04:48,Main group,57,+1'30'',+1'30'',45.56 km/h,50.58 km,-,80,1:34:45,53:17:27,Main group,95,+1'00'',+1'00'',27.90 km/h,22.28 km,5%,80,1:34:45,53:29:24,Main group,127,+0'51'',+0'51'',41.03 km/h,31.75 km,-2%,80,1:34:45,53:42:39,Main group,141,+0'57'',+0'57'',38.82 km/h,34.63 km,3%,80,1:34:45,53:55:02,Main group,102,+0'35'',+0'35'',42.00 km/h,33.34 km,-,80,1:34:45,54:07:45,Main group,100,+0'47'',+0'47'',39.69 km/h,64.33 km,-3%,80,1:34:45,54:20:17,Main group,102,+0'25'',+0'25'',59.44 km/h,53.10 km,-,80,1:34:45,54:25:46,Main group,103,+0'24'',+0'24'',55.19 km/h,53.60 km,-1%,80,1:34:45,54:32:31,Main group,87,+0'00'',+0'00'',49.68 km/h,52.78 km,-1%,80,1:34:45,54:38:46,Stragglers,76,+1'07'',-,-,-,-,79,1:35:52,54:46:30
T. KANGERT,125,AST,no,18,49h 45' 24'',0:20:41,03h 45' 55'',Main group,91,+0'00'',+0'00'',0 km/h,0 km/h,0%,18,0:20:41,49:45:24,Main group,93,+0'58'',+0'25'',49.68 km/h,38.20 km,-4%,17,0:20:41,50:08:19,Main group,55,+1'45'',+0'49'',55.41 km/h,44.24 km,-2%,17,0:20:41,50:22:10,Main group,142,+3'20'',+3'20'',51.14 km/h,60.01 km,-1%,17,0:20:41,50:35:25,Main group,75,+2'14'',+2'14'',51.43 km/h,86.26 km,-6%,17,0:20:41,50:47:55,Main group,75,+1'42'',+1'42'',41.08 km/h,48.06 km,-,17,0:20:41,51:00:13,Main group,64,+1'34'',+1'34'',40.82 km/h,38.77 km,-1%,17,0:20:41,51:12:30,Main group,26,+2'00'',+2'00'',40.82 km/h,47.05 km,-3%,17,0:20:41,51:25:22,Main group,37,+2'10'',+2'10'',44.34 km/h,45.22 km,-,17,0:20:41,51:39:14,Main group,45,+2'06'',+2'06'',37.55 km/h,37.69 km,3%,17,0:20:41,51:50:44,Main group,48,+1'30'',+1'30'',45.93 km/h,48.67 km,-1%,17,0:20:41,52:03:23,Main group,75,+1'00'',+1'00'',28.80 km/h,22.82 km,5%,17,0:20:41,52:15:20,Main group,58,+0'51'',+0'51'',42.93 km/h,36.04 km,-2%,17,0:20:41,52:28:35,Main group,52,+0'57'',+0'57'',39.40 km/h,29.99 km,4%,17,0:20:41,52:40:58,Back of the Race,150,+1'08'',+0'33'',38.02 km/h,57.02 km,1%,17,0:21:14,52:54:14,Main group,88,+0'47'',+0'47'',38.99 km/h,63.25 km,-3%,17,0:20:41,53:06:13,Main group,94,+0'25'',+0'25'',59.53 km/h,55.98 km,-,17,0:20:41,53:11:42,Main group,76,+0'24'',+0'24'',55.28 km/h,56.38 km,-1%,17,0:20:41,53:18:27,Main group,82,+0'00'',+0'00'',50.04 km/h,52.92 km,-1%,17,0:20:41,53:24:42,Main group,35,+0'00'',-,-,-,-,17,0:20:41,53:31:19
M. NIELSEN,126,AST,no,72,50h 53' 45'',1:29:02,03h 45' 55'',Main group,92,+0'00'',+0'00'',0 km/h,0 km/h,0%,72,1:29:02,50:53:45,Main group,82,+0'58'',+0'25'',49.29 km/h,38.88 km,-4%,71,1:29:02,51:16:40,Main group,101,+1'45'',+0'49'',55.72 km/h,46.12 km,-2%,71,1:29:02,51:30:31,Main group,70,+3'20'',+3'20'',49.44 km/h,50.36 km,-1%,71,1:29:02,51:43:46,Main group,127,+2'14'',+2'14'',51.16 km/h,86.22 km,-7%,71,1:29:02,51:56:16,Main group,123,+1'42'',+1'42'',41.44 km/h,51.98 km,-,71,1:29:02,52:08:34,Main group,99,+1'34'',+1'34'',41.82 km/h,39.53 km,-1%,71,1:29:02,52:20:51,Main group,40,+2'00'',+2'00'',40.40 km/h,47.23 km,-3%,71,1:29:02,52:33:43,Main group,59,+2'10'',+2'10'',44.44 km/h,40.75 km,-,71,1:29:02,52:47:35,Main group,107,+2'06'',+2'06'',38.44 km/h,37.51 km,3%,71,1:29:02,52:59:05,Main group,85,+1'30'',+1'30'',45.94 km/h,48.13 km,-,71,1:29:02,53:11:44,Main group,116,+1'00'',+1'00'',29.50 km/h,25.96 km,5%,71,1:29:02,53:23:41,Main group,132,+0'51'',+0'51'',41.77 km/h,31.50 km,-2%,71,1:29:02,53:36:56,Main group,109,+0'57'',+0'57'',39.01 km/h,29.27 km,4%,71,1:29:02,53:49:19,Main group,81,+0'35'',+0'35'',41.94 km/h,35.06 km,-,71,1:29:02,54:02:02,Main group,68,+0'47'',+0'47'',39.79 km/h,63.90 km,-3%,71,1:29:02,54:14:34,Main group,88,+0'25'',+0'25'',59.52 km/h,54.25 km,-,71,1:29:02,54:20:03,Main group,83,+0'24'',+0'24'',55.21 km/h,55.84 km,-1%,71,1:29:02,54:26:48,Main group,80,+0'00'',+0'00'',49.58 km/h,50.76 km,-1%,71,1:29:02,54:33:03,Main group,7,+0'00'',-,-,-,-,70,1:29:02,54:39:40
M. VALGREN ANDERSEN,128,AST,no,56,50h 42' 16'',1:17:33,03h 45' 55'',Main group,93,+0'00'',+0'00'',0 km/h,0 km/h,0%,56,1:17:33,50:42:16,Main group,111,+0'58'',+0'25'',49.27 km/h,38.74 km,-4%,55,1:17:33,51:05:11,Main group,21,+1'45'',+0'49'',55.05 km/h,44.60 km,-3%,55,1:17:33,51:19:02,Main group,42,+3'20'',+3'20'',49.26 km/h,52.31 km,-1%,55,1:17:33,51:32:17,Main group,77,+2'14'',+2'14'',51.10 km/h,84.89 km,-6%,55,1:17:33,51:44:47,Main group,81,+1'42'',+1'42'',41.32 km/h,52.74 km,-,55,1:17:33,51:57:05,Main group,57,+1'34'',+1'34'',41.31 km/h,39.20 km,-1%,55,1:17:33,52:09:22,Main group,19,+2'00'',+2'00'',41.42 km/h,48.64 km,-3%,55,1:17:33,52:22:14,Main group,34,+2'10'',+2'10'',44.42 km/h,44.64 km,-,55,1:17:33,52:36:06,Main group,37,+2'06'',+2'06'',37.42 km/h,36.14 km,3%,55,1:17:33,52:47:36,Main group,49,+1'30'',+1'30'',45.67 km/h,48.28 km,-1%,55,1:17:33,53:00:15,Main group,72,+1'00'',+1'00'',29.82 km/h,25.70 km,5%,55,1:17:33,53:12:12,Main group,116,+0'51'',+0'51'',40.67 km/h,31.03 km,-2%,55,1:17:33,53:25:27,Main group,99,+0'57'',+0'57'',38.94 km/h,32.80 km,4%,55,1:17:33,53:37:50,Main group,70,+0'35'',+0'35'',41.32 km/h,35.50 km,-,55,1:17:33,53:50:33,Main group,44,+0'47'',+0'47'',39.50 km/h,63.47 km,-2%,55,1:17:33,54:03:05,Main group,70,+0'25'',+0'25'',59.52 km/h,56.38 km,-,55,1:17:33,54:08:34,Main group,101,+0'24'',+0'24'',55.13 km/h,54.36 km,-1%,55,1:17:33,54:15:19,Main group,60,+0'00'',+0'00'',49.72 km/h,53.06 km,-1%,55,1:17:33,54:21:34,Main group,44,+0'00'',-,-,-,-,51,1:17:33,54:28:11
E. BOASSON HAGEN,132,DDD,no,71,50h 53' 11'',1:28:28,03h 45' 55'',Main group,94,+0'00'',+0'00'',0 km/h,0 km/h,0%,71,1:28:28,50:53:11,Main group,51,+0'58'',+0'25'',48.55 km/h,41.62 km,-5%,70,1:28:28,51:16:06,Main group,25,+1'45'',+0'49'',54.88 km/h,44.42 km,-3%,70,1:28:28,51:29:57,Main group,40,+3'20'',+3'20'',48.39 km/h,51.62 km,-1%,70,1:28:28,51:43:12,Main group,38,+2'14'',+2'14'',50.93 km/h,85.61 km,-5%,70,1:28:28,51:55:42,Main group,44,+1'42'',+1'42'',40.54 km/h,46.44 km,-,70,1:28:28,52:08:00,Main group,61,+1'34'',+1'34'',41.24 km/h,37.76 km,-1%,70,1:28:28,52:20:17,Main group,17,+2'00'',+2'00'',41.74 km/h,43.85 km,-3%,70,1:28:28,52:33:09,Main group,18,+2'10'',+2'10'',44.70 km/h,45.68 km,1%,70,1:28:28,52:47:01,Main group,23,+2'06'',+2'06'',37.76 km/h,37.98 km,3%,70,1:28:28,52:58:31,Main group,30,+1'30'',+1'30'',45.53 km/h,47.99 km,-,70,1:28:28,53:11:10,Main group,22,+1'00'',+1'00'',28.88 km/h,23.33 km,5%,70,1:28:28,53:23:07,Main group,5,+0'48'',+0'48'',39.70 km/h,35.53 km,-2%,70,1:28:25,53:36:19,Main group,63,+0'57'',+0'57'',38.88 km/h,32.44 km,4%,70,1:28:28,53:48:45,Main group,64,+0'35'',+0'35'',40.93 km/h,38.74 km,-,70,1:28:28,54:01:28,Main group,69,+0'47'',+0'47'',39.12 km/h,63.14 km,-3%,70,1:28:28,54:14:00,Main group,75,+0'25'',+0'25'',59.45 km/h,54.11 km,-,70,1:28:28,54:19:29,Main group,7,+0'24'',+0'24'',54.96 km/h,55.48 km,-1%,70,1:28:28,54:26:14,Main group,48,+0'00'',+0'00'',49.54 km/h,51.84 km,-,70,1:28:28,54:32:29,Main group,17,+0'00'',-,-,-,-,68,1:28:28,54:39:06
