Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km171_Group,km171_Position,km171_Elapsed_time,km171_Gap_to_previous_group,km171_Average_speed,km171_Current_speed,km171_Gradient,km171_GC_prov_position,km171_GC_prov_delay,km171_GC_riding_time,km170_Group,km170_Position,km170_Elapsed_time,km170_Gap_to_previous_group,km170_Average_speed,km170_Current_speed,km170_Gradient,km170_GC_prov_position,km170_GC_prov_delay,km170_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
E. BOASSON HAGEN,132,DDD,no,86,72h 53' 05'',2:18:54,03h 46' 50'',Main group,89,+0'00'',+0'00'',0 km/h,0 km/h,0%,86,2:18:54,72:53:05,Main group,80,+0'00'',+0'00'',21.02 km/h,23.72 km,7%,86,2:18:54,72:55:06,Main group,26,+0'00'',+0'00'',56.02 km/h,54.04 km,-,86,2:18:54,73:05:58,Main group,47,+0'19'',+0'19'',54.78 km/h,46.94 km,-,86,2:18:54,73:17:57,Main group,43,+1'37'',+1'37'',44.38 km/h,49.86 km,-,86,2:18:54,73:30:37,Main group,32,+1'04'',+1'04'',39.44 km/h,41.83 km,-,86,2:18:54,73:45:29,Main group,49,+1'37'',+1'37'',44.66 km/h,47.20 km,-1%,86,2:18:54,73:58:37,Main group,38,+1'21'',+1'21'',46.33 km/h,39.56 km,1%,86,2:18:54,74:13:44,Main group,25,+0'58'',+0'31'',53.81 km/h,57.60 km,-1%,85,2:18:54,74:29:00,Main group,45,+2'06'',+2'06'',41.46 km/h,46.08 km,-1%,85,2:18:54,74:42:31,Main group,39,+1'29'',+1'29'',34.07 km/h,61.09 km,-8%,85,2:18:54,74:57:35,Main group,58,+1'38'',+1'38'',36.83 km/h,44.39 km,-,85,2:18:54,75:13:28,Main group,69,+1'26'',+1'26'',42.02 km/h,23.40 km,5%,85,2:18:54,75:27:09,Main group,34,+1'15'',+1'15'',42.77 km/h,48.28 km,-,85,2:18:54,75:42:01,Main group,30,+0'50'',+0'50'',38.98 km/h,44.82 km,1%,85,2:18:54,75:54:41,Main group,46,+0'40'',+0'40'',50.66 km/h,68.33 km,-5%,85,2:18:54,76:06:38,Main group,15,+0'25'',+0'25'',49.66 km/h,40.00 km,3%,85,2:18:54,76:16:50,Main group,6,+0'00'',+0'00'',43.93 km/h,49.18 km,1%,85,2:18:54,76:23:52,Main group,22,+0'00'',+0'00'',51.65 km/h,61.49 km,-7%,85,2:18:54,76:29:47,Main group,47,+0'00'',+0'00'',54.27 km/h,52.88 km,-1%,85,2:18:54,76:34:26,Main group,4,+0'00'',-,-,-,-,86,2:18:54,76:39:55
R. JANSE VAN RENSBURG,133,DDD,no,107,73h 13' 52'',2:39:41,03h 46' 50'',Main group,90,+0'00'',+0'00'',0 km/h,0 km/h,0%,107,2:39:41,73:13:52,Main group,58,+0'00'',+0'00'',21.72 km/h,25.31 km,7%,106,2:39:41,73:15:53,Main group,74,+0'00'',+0'00'',55.59 km/h,57.10 km,-,106,2:39:41,73:26:45,Main group,54,+0'19'',+0'19'',55.45 km/h,45.97 km,-,106,2:39:41,73:38:44,Main group,35,+1'37'',+1'37'',44.13 km/h,44.64 km,-,105,2:39:41,73:51:24,Main group,43,+1'04'',+1'04'',38.53 km/h,41.51 km,-,106,2:39:41,74:06:16,Main group,127,+1'37'',+1'37'',44.34 km/h,48.46 km,-,106,2:39:41,74:19:24,Main group,70,+1'21'',+1'21'',46.21 km/h,39.67 km,-,106,2:39:41,74:34:31,Main group,27,+0'58'',+0'31'',54.25 km/h,57.96 km,-1%,105,2:39:41,74:49:47,Main group,35,+2'06'',+2'06'',40.53 km/h,48.46 km,-1%,106,2:39:41,75:03:18,Main group,42,+1'29'',+1'29'',34.41 km/h,63.25 km,-8%,105,2:39:41,75:18:22,Main group,63,+1'38'',+1'38'',37.58 km/h,44.53 km,-,105,2:39:41,75:34:15,Main group,56,+1'26'',+1'26'',42.02 km/h,21.13 km,5%,105,2:39:41,75:47:56,Main group,71,+1'15'',+1'15'',42.75 km/h,47.27 km,-,105,2:39:41,76:02:48,Main group,61,+0'50'',+0'50'',38.59 km/h,49.86 km,1%,105,2:39:41,76:15:28,Main group,45,+0'40'',+0'40'',50.82 km/h,68.90 km,-5%,105,2:39:41,76:27:25,Main group,40,+0'25'',+0'25'',49.81 km/h,35.57 km,2%,105,2:39:41,76:37:37,Main group,56,+0'00'',+0'00'',44.30 km/h,50.44 km,2%,105,2:39:41,76:44:39,Main group,48,+0'00'',+0'00'',50.78 km/h,60.19 km,-7%,105,2:39:41,76:50:34,Main group,56,+0'00'',+0'00'',54.54 km/h,48.46 km,-1%,105,2:39:41,76:55:13,Main group,14,+0'00'',-,-,-,-,105,2:39:41,77:00:42
T. SLAGTER,136,DDD,no,60,72h 16' 00'',1:41:49,03h 49' 56'',Main group,91,+0'00'',+0'00'',0 km/h,0 km/h,0%,60,1:41:49,72:16:00,Main group,98,+0'00'',+0'00'',21.53 km/h,23.36 km,6%,60,1:41:49,72:18:01,Main group,116,+0'00'',+0'00'',55.82 km/h,57.02 km,-1%,60,1:41:49,72:28:53,Main group,121,+0'19'',+0'19'',55.20 km/h,53.93 km,-,60,1:41:49,72:40:52,Main group,75,+1'37'',+1'37'',43.96 km/h,43.38 km,-,60,1:41:49,72:53:32,Main group,106,+1'04'',+1'04'',38.84 km/h,43.49 km,-,60,1:41:49,73:08:24,Main group,47,+1'37'',+1'37'',45.31 km/h,50.00 km,-1%,60,1:41:49,73:21:32,Main group,90,+1'21'',+1'21'',45.72 km/h,40.28 km,-,60,1:41:49,73:36:39,Main group,87,+0'58'',+0'31'',52.47 km/h,60.48 km,-1%,59,1:41:49,73:51:55,Main group,86,+2'06'',+2'06'',40.17 km/h,45.58 km,-1%,59,1:41:49,74:05:26,Main group,104,+1'29'',+1'29'',32.94 km/h,60.59 km,-9%,59,1:41:49,74:20:30,Main group,104,+1'38'',+1'38'',37.06 km/h,39.56 km,1%,59,1:41:49,74:36:23,Main group,135,+1'26'',+1'26'',42.77 km/h,27.86 km,5%,59,1:41:49,74:50:04,Main group,108,+1'15'',+1'15'',42.65 km/h,45.22 km,-,59,1:41:49,75:04:56,Main group,115,+0'50'',+0'50'',37.29 km/h,48.28 km,-,59,1:41:49,75:17:36,Main group,37,+0'40'',+0'40'',50.69 km/h,69.73 km,-5%,59,1:41:49,75:29:33,Main group,130,+0'25'',+0'25'',49.64 km/h,34.92 km,2%,59,1:41:49,75:39:45,Main group,135,+0'00'',+0'00'',42.63 km/h,53.71 km,2%,59,1:41:49,75:46:47,Main group,124,+0'00'',+0'00'',50.13 km/h,71.89 km,-4%,59,1:41:49,75:52:42,Main group,135,+0'00'',+0'00'',55.04 km/h,39.82 km,-,59,1:41:49,75:57:21,Stragglers,136,+3'06'',-,-,-,-,62,1:44:55,76:05:56
J. THOMSON,137,DDD,no,144,74h 00' 17'',3:26:06,03h 46' 50'',Main group,92,+0'00'',+0'00'',0 km/h,0 km/h,0%,144,3:26:06,74:00:17,Main group,94,+0'00'',+0'00'',21.89 km/h,25.31 km,7%,143,3:26:06,74:02:18,Main group,6,+0'00'',+0'00'',56.05 km/h,56.95 km,-,143,3:26:06,74:13:10,Main group,74,+0'19'',+0'19'',55.96 km/h,48.38 km,-,143,3:26:06,74:25:09,Main group,80,+1'37'',+1'37'',44.31 km/h,47.81 km,-,143,3:26:06,74:37:49,Main group,130,+1'04'',+1'04'',39.09 km/h,41.87 km,-,143,3:26:06,74:52:41,Main group,131,+1'37'',+1'37'',45.29 km/h,49.61 km,-,143,3:26:06,75:05:49,Main group,129,+1'21'',+1'21'',46.37 km/h,42.01 km,-,143,3:26:06,75:20:56,Main group,26,+0'58'',+0'31'',53.90 km/h,59.47 km,-1%,142,3:26:06,75:36:12,Main group,90,+2'06'',+2'06'',40.01 km/h,43.92 km,-1%,142,3:26:06,75:49:43,Main group,105,+1'29'',+1'29'',32.95 km/h,60.01 km,-9%,142,3:26:06,76:04:47,Main group,110,+1'38'',+1'38'',37.40 km/h,41.08 km,1%,142,3:26:06,76:20:40,Main group,61,+1'26'',+1'26'',42.37 km/h,22.82 km,5%,142,3:26:06,76:34:21,Main group,22,+1'15'',+1'15'',43.36 km/h,49.82 km,-,142,3:26:06,76:49:13,Main group,55,+0'50'',+0'50'',38.55 km/h,48.42 km,1%,142,3:26:06,77:01:53,Main group,47,+0'40'',+0'40'',50.96 km/h,69.05 km,-5%,142,3:26:06,77:13:50,Main group,118,+0'25'',+0'25'',49.86 km/h,36.72 km,2%,142,3:26:06,77:24:02,Main group,127,+0'00'',+0'00'',43.45 km/h,55.22 km,2%,142,3:26:06,77:31:04,Main group,71,+0'00'',+0'00'',52.19 km/h,65.41 km,-7%,142,3:26:06,77:36:59,Main group,55,+0'00'',+0'00'',54.70 km/h,48.31 km,-1%,142,3:26:06,77:41:38,Main group,74,+0'00'',-,-,-,-,144,3:26:06,77:47:07
J. VERMOTE,138,DDD,no,77,72h 44' 40'',2:10:29,03h 46' 50'',Main group,93,+0'00'',+0'00'',0 km/h,0 km/h,0%,77,2:10:29,72:44:40,Main group,133,+0'00'',+0'00'',21.05 km/h,21.78 km,6%,77,2:10:29,72:46:41,Main group,83,+0'00'',+0'00'',55.38 km/h,57.53 km,-,77,2:10:29,72:57:33,Main group,63,+0'19'',+0'19'',54.23 km/h,46.37 km,-,77,2:10:29,73:09:32,Main group,96,+1'37'',+1'37'',43.39 km/h,45.32 km,-,77,2:10:29,73:22:12,Main group,63,+1'04'',+1'04'',38.89 km/h,41.94 km,-,77,2:10:29,73:37:04,Main group,59,+1'37'',+1'37'',44.72 km/h,44.53 km,-1%,77,2:10:29,73:50:12,Main group,143,+1'21'',+1'21'',44.07 km/h,40.61 km,-,77,2:10:29,74:05:19,Main group,93,+0'58'',+0'31'',52.51 km/h,58.97 km,-1%,76,2:10:29,74:20:35,Main group,102,+2'06'',+2'06'',39.96 km/h,44.35 km,-1%,76,2:10:29,74:34:06,Main group,92,+1'29'',+1'29'',33.58 km/h,60.19 km,-10%,76,2:10:29,74:49:10,Main group,60,+1'38'',+1'38'',36.89 km/h,43.56 km,-,76,2:10:29,75:05:03,Main group,41,+1'26'',+1'26'',42.08 km/h,22.46 km,5%,76,2:10:29,75:18:44,Main group,50,+1'15'',+1'15'',42.88 km/h,49.39 km,-,76,2:10:29,75:33:36,Main group,32,+0'50'',+0'50'',38.61 km/h,41.51 km,1%,76,2:10:29,75:46:16,Main group,51,+0'40'',+0'40'',50.83 km/h,68.36 km,-5%,76,2:10:29,75:58:13,Main group,31,+0'25'',+0'25'',50.10 km/h,39.85 km,3%,76,2:10:29,76:08:25,Main group,46,+0'00'',+0'00'',43.32 km/h,47.81 km,2%,76,2:10:29,76:15:27,Main group,24,+0'00'',+0'00'',51.14 km/h,66.42 km,-7%,76,2:10:29,76:21:22,Main group,65,+0'00'',+0'00'',54.19 km/h,48.64 km,-1%,76,2:10:29,76:26:01,Main group,81,+0'00'',-,-,-,-,76,2:10:29,76:31:30
I. ZAKARIN,141,TKA,no,12,70h 45' 42'',0:11:31,03h 46' 50'',Main group,94,+0'00'',+0'00'',0 km/h,0 km/h,0%,12,0:11:31,70:45:42,Main group,125,+0'00'',+0'00'',21.10 km/h,22.14 km,6%,12,0:11:31,70:47:43,Main group,107,+0'00'',+0'00'',55.56 km/h,55.66 km,-1%,12,0:11:31,70:58:35,Main group,92,+0'19'',+0'19'',55.94 km/h,48.17 km,-,12,0:11:31,71:10:34,Main group,50,+1'37'',+1'37'',44.30 km/h,44.42 km,-,12,0:11:31,71:23:14,Main group,56,+1'04'',+1'04'',38.43 km/h,42.16 km,-,12,0:11:31,71:38:06,Main group,113,+1'37'',+1'37'',44.08 km/h,53.96 km,-,12,0:11:31,71:51:14,Main group,68,+1'21'',+1'21'',46.26 km/h,40.39 km,-,12,0:11:31,72:06:21,Main group,80,+0'58'',+0'31'',53.78 km/h,60.95 km,-1%,11,0:11:31,72:21:37,Main group,103,+2'06'',+2'06'',39.91 km/h,44.93 km,-1%,11,0:11:31,72:35:08,Main group,73,+1'29'',+1'29'',33.68 km/h,61.49 km,-9%,11,0:11:31,72:50:12,Main group,85,+1'38'',+1'38'',37.14 km/h,39.31 km,-,11,0:11:31,73:06:05,Main group,90,+1'26'',+1'26'',42.38 km/h,22.72 km,5%,11,0:11:31,73:19:46,Main group,104,+1'15'',+1'15'',42.84 km/h,44.60 km,-,11,0:11:31,73:34:38,Main group,109,+0'50'',+0'50'',37.71 km/h,47.59 km,-,11,0:11:31,73:47:18,Main group,90,+0'40'',+0'40'',50.77 km/h,68.51 km,-5%,11,0:11:31,73:59:15,Main group,99,+0'25'',+0'25'',50.07 km/h,38.41 km,2%,11,0:11:31,74:09:27,Main group,71,+0'00'',+0'00'',43.58 km/h,49.75 km,2%,11,0:11:31,74:16:29,Main group,84,+0'00'',+0'00'',50.53 km/h,74.05 km,-7%,11,0:11:31,74:22:24,Main group,77,+0'00'',+0'00'',55.02 km/h,47.66 km,-1%,11,0:11:31,74:27:03,Main group,48,+0'00'',-,-,-,-,12,0:11:31,74:32:32
I. BOSWELL,142,TKA,no,75,72h 43' 39'',2:09:28,03h 50' 46'',Main group,95,+0'00'',+0'00'',0 km/h,0 km/h,0%,75,2:09:28,72:43:39,Main group,114,+0'00'',+0'00'',21.34 km/h,25.27 km,6%,75,2:09:28,72:45:40,Main group,120,+0'00'',+0'00'',55.63 km/h,57.28 km,-1%,75,2:09:28,72:56:32,Main group,137,+0'19'',+0'19'',54.74 km/h,56.34 km,-,75,2:09:28,73:08:31,Main group,79,+1'37'',+1'37'',44.56 km/h,45.50 km,-,75,2:09:28,73:21:11,Main group,74,+1'04'',+1'04'',38.59 km/h,42.98 km,-,75,2:09:28,73:36:03,Main group,97,+1'37'',+1'37'',45.35 km/h,48.56 km,-,75,2:09:28,73:49:11,Main group,100,+1'21'',+1'21'',45.45 km/h,39.56 km,-,75,2:09:28,74:04:18,Main group,112,+0'58'',+0'31'',53.41 km/h,61.27 km,-1%,74,2:09:28,74:19:34,Main group,59,+2'06'',+2'06'',40.70 km/h,44.89 km,-1%,74,2:09:28,74:33:05,Main group,88,+1'29'',+1'29'',33.10 km/h,55.33 km,-10%,74,2:09:28,74:48:09,Main group,72,+1'38'',+1'38'',37.32 km/h,41.36 km,-,74,2:09:28,75:04:02,Main group,98,+1'26'',+1'26'',42.01 km/h,22.97 km,5%,74,2:09:28,75:17:43,Main group,110,+1'15'',+1'15'',42.69 km/h,46.98 km,-,74,2:09:28,75:32:35,Main group,112,+0'50'',+0'50'',36.98 km/h,49.18 km,-,74,2:09:28,75:45:15,Main group,116,+0'40'',+0'40'',50.52 km/h,68.51 km,-5%,74,2:09:28,75:57:12,Main group,110,+0'25'',+0'25'',49.79 km/h,36.90 km,2%,74,2:09:28,76:07:24,Main group,126,+0'00'',+0'00'',43.01 km/h,53.93 km,2%,74,2:09:28,76:14:26,Main group,122,+0'00'',+0'00'',50.19 km/h,71.42 km,-4%,74,2:09:28,76:20:21,Stragglers,140,+0'28'',+0'28'',53.04 km/h,39.74 km,-,75,2:09:56,76:25:28,Stragglers,144,+3'56'',-,-,-,-,79,2:13:24,76:34:25
P. KOCHETKOV,145,TKA,no,59,72h 15' 30'',1:41:19,03h 46' 50'',Main group,96,+0'00'',+0'00'',0 km/h,0 km/h,0%,59,1:41:19,72:15:30,Main group,112,+0'00'',+0'00'',21.38 km/h,23.15 km,6%,59,1:41:19,72:17:31,Main group,113,+0'00'',+0'00'',55.77 km/h,57.71 km,-1%,59,1:41:19,72:28:23,Main group,125,+0'19'',+0'19'',55.94 km/h,55.84 km,-,59,1:41:19,72:40:22,Main group,52,+1'37'',+1'37'',44.40 km/h,44.39 km,-,59,1:41:19,72:53:02,Main group,57,+1'04'',+1'04'',39.32 km/h,40.46 km,-,59,1:41:19,73:07:54,Main group,105,+1'37'',+1'37'',44.19 km/h,54.29 km,-,59,1:41:19,73:21:02,Main group,76,+1'21'',+1'21'',46.42 km/h,39.64 km,-,59,1:41:19,73:36:09,Main group,77,+0'58'',+0'31'',53.29 km/h,61.16 km,-1%,58,1:41:19,73:51:25,Main group,111,+2'06'',+2'06'',39.83 km/h,43.49 km,-,58,1:41:19,74:04:56,Main group,103,+1'29'',+1'29'',32.95 km/h,66.96 km,-9%,58,1:41:19,74:20:00,Main group,106,+1'38'',+1'38'',37.07 km/h,40.64 km,1%,58,1:41:19,74:35:53,Main group,85,+1'26'',+1'26'',42.08 km/h,22.28 km,5%,58,1:41:19,74:49:34,Main group,98,+1'15'',+1'15'',42.91 km/h,48.82 km,-,58,1:41:19,75:04:26,Main group,118,+0'50'',+0'50'',36.93 km/h,48.31 km,-,58,1:41:19,75:17:06,Main group,89,+0'40'',+0'40'',50.18 km/h,68.58 km,-5%,58,1:41:19,75:29:03,Main group,84,+0'25'',+0'25'',50.08 km/h,36.72 km,2%,58,1:41:19,75:39:15,Main group,123,+0'00'',+0'00'',42.88 km/h,54.25 km,2%,58,1:41:19,75:46:17,Main group,83,+0'00'',+0'00'',51.14 km/h,71.35 km,-7%,58,1:41:19,75:52:12,Main group,108,+0'00'',+0'00'',54.76 km/h,44.46 km,-1%,58,1:41:19,75:56:51,Main group,68,+0'00'',-,-,-,-,58,1:41:19,76:02:20
N. POLITT,147,TKA,no,91,72h 58' 16'',2:24:05,03h 46' 50'',Main group,97,+0'00'',+0'00'',0 km/h,0 km/h,0%,91,2:24:05,72:58:16,Main group,142,+0'00'',+0'00'',21.15 km/h,23.76 km,6%,91,2:24:05,73:00:17,Main group,69,+0'00'',+0'00'',55.71 km/h,56.20 km,-,91,2:24:05,73:11:09,Main group,84,+0'19'',+0'19'',55.00 km/h,47.16 km,-,91,2:24:05,73:23:08,Back of the race,124,+2'13'',+0'36'',40.80 km/h,49.75 km,-,91,2:24:41,73:36:24,Main group,113,+1'04'',+1'04'',38.89 km/h,43.27 km,-,91,2:24:05,73:50:40,Main group,121,+1'37'',+1'37'',45.21 km/h,56.27 km,-,91,2:24:05,74:03:48,Back of the race,145,+2'08'',+0'47'',41.58 km/h,33.19 km,-,91,2:24:52,74:19:42,Main group,118,+0'58'',+0'31'',52.94 km/h,59.83 km,-1%,90,2:24:05,74:34:11,Main group,113,+2'06'',+2'06'',40.00 km/h,45.40 km,-,90,2:24:05,74:47:42,Main group,119,+1'29'',+1'29'',32.87 km/h,58.90 km,-7%,90,2:24:05,75:02:46,Main group,123,+1'38'',+1'38'',36.40 km/h,35.03 km,1%,90,2:24:05,75:18:39,Main group,102,+1'26'',+1'26'',42.27 km/h,21.02 km,5%,90,2:24:05,75:32:20,Main group,105,+1'15'',+1'15'',42.87 km/h,44.57 km,-,90,2:24:05,75:47:12,Main group,130,+0'50'',+0'50'',37.58 km/h,49.03 km,-,90,2:24:05,75:59:52,Main group,134,+0'40'',+0'40'',50.08 km/h,65.48 km,-5%,90,2:24:05,76:11:49,Main group,76,+0'25'',+0'25'',50.49 km/h,38.27 km,2%,90,2:24:05,76:22:01,Main group,124,+0'00'',+0'00'',42.93 km/h,56.09 km,2%,90,2:24:05,76:29:03,Main group,79,+0'00'',+0'00'',52.20 km/h,68.80 km,-7%,90,2:24:05,76:34:58,Main group,45,+0'00'',+0'00'',54.87 km/h,51.34 km,-1%,90,2:24:05,76:39:37,Main group,19,+0'00'',-,-,-,-,90,2:24:05,76:45:06
A. DEMARE,151,GFC,no,140,73h 56' 34'',3:22:23,03h 46' 50'',Main group,98,+0'00'',+0'00'',0 km/h,0 km/h,0%,140,3:22:23,73:56:34,Main group,15,+0'00'',+0'00'',21.87 km/h,26.68 km,7%,139,3:22:23,73:58:35,Main group,9,+0'00'',+0'00'',56.05 km/h,54.07 km,-,139,3:22:23,74:09:27,Main group,43,+0'19'',+0'19'',55.10 km/h,46.12 km,-,139,3:22:23,74:21:26,Main group,83,+1'37'',+1'37'',44.15 km/h,46.44 km,-,139,3:22:23,74:34:06,Main group,69,+1'04'',+1'04'',38.74 km/h,41.69 km,-,139,3:22:23,74:48:58,Main group,88,+1'37'',+1'37'',44.64 km/h,45.97 km,-,139,3:22:23,75:02:06,Main group,94,+1'21'',+1'21'',45.97 km/h,43.02 km,-,139,3:22:23,75:17:13,Main group,67,+0'58'',+0'31'',53.05 km/h,60.30 km,-1%,138,3:22:23,75:32:29,Main group,44,+2'06'',+2'06'',40.54 km/h,45.11 km,-1%,138,3:22:23,75:46:00,Main group,30,+1'29'',+1'29'',34.83 km/h,66.10 km,-8%,138,3:22:23,76:01:04,Main group,64,+1'38'',+1'38'',36.99 km/h,42.26 km,-,138,3:22:23,76:16:57,Main group,72,+1'26'',+1'26'',42.30 km/h,21.53 km,5%,138,3:22:23,76:30:38,Main group,47,+1'15'',+1'15'',42.84 km/h,44.78 km,-,138,3:22:23,76:45:30,Main group,17,+0'50'',+0'50'',38.88 km/h,44.68 km,2%,138,3:22:23,76:58:10,Main group,16,+0'40'',+0'40'',50.99 km/h,74.30 km,-3%,138,3:22:23,77:10:07,Main group,14,+0'25'',+0'25'',49.70 km/h,38.88 km,3%,138,3:22:23,77:20:19,Main group,4,+0'00'',+0'00'',44.00 km/h,47.92 km,1%,138,3:22:23,77:27:21,Main group,10,+0'00'',+0'00'',51.69 km/h,65.77 km,-7%,138,3:22:23,77:33:16,Main group,16,+0'00'',+0'00'',54.79 km/h,56.56 km,-1%,138,3:22:23,77:37:55,Main group,1,+0'00'',-,-,-,-,140,3:22:13,77:43:14
D. GAUDU,152,GFC,no,38,71h 48' 19'',1:14:08,03h 46' 50'',Main group,99,+0'00'',+0'00'',0 km/h,0 km/h,0%,38,1:14:08,71:48:19,Main group,8,+0'00'',+0'00'',22.35 km/h,33.08 km,8%,38,1:14:08,71:50:20,Main group,85,+0'00'',+0'00'',55.87 km/h,58.50 km,-1%,38,1:14:08,72:01:12,Main group,94,+0'19'',+0'19'',55.83 km/h,51.84 km,-,38,1:14:08,72:13:11,Back of the race,128,+2'13'',+0'36'',40.35 km/h,45.68 km,-,38,1:14:44,72:26:27,Main group,103,+1'04'',+1'04'',39.10 km/h,43.56 km,-,38,1:14:08,72:40:43,Main group,133,+1'37'',+1'37'',44.82 km/h,48.49 km,-,38,1:14:08,72:53:51,Main group,114,+1'21'',+1'21'',46.03 km/h,50.29 km,-,38,1:14:08,73:08:58,Main group,99,+0'58'',+0'31'',53.84 km/h,59.87 km,-1%,37,1:14:08,73:24:14,Main group,116,+2'06'',+2'06'',40.13 km/h,44.24 km,-,37,1:14:08,73:37:45,Main group,101,+1'29'',+1'29'',33.48 km/h,60.41 km,-9%,37,1:14:08,73:52:49,Main group,115,+1'38'',+1'38'',37.38 km/h,39.10 km,1%,37,1:14:08,74:08:42,Main group,121,+1'26'',+1'26'',42.65 km/h,23.26 km,5%,37,1:14:08,74:22:23,Main group,130,+1'15'',+1'15'',42.52 km/h,46.37 km,-,37,1:14:08,74:37:15,Main group,133,+0'50'',+0'50'',37.49 km/h,47.84 km,-,37,1:14:08,74:49:55,Main group,19,+0'40'',+0'40'',51.47 km/h,72.29 km,-4%,37,1:14:08,75:01:52,Main group,6,+0'25'',+0'25'',49.81 km/h,39.78 km,3%,37,1:14:08,75:12:04,Main group,2,+0'00'',+0'00'',44.25 km/h,49.14 km,-,37,1:14:08,75:19:06,Main group,121,+0'00'',+0'00'',49.15 km/h,72.11 km,-4%,37,1:14:08,75:25:01,Main group,104,+0'00'',+0'00'',56.63 km/h,45.07 km,-1%,37,1:14:08,75:29:40,Main group,89,+0'00'',-,-,-,-,38,1:14:08,75:35:09
